Thème,Oeuvre,Compositeur,Média,Catégorie,Année,Difficulté,Pays,Réponse,Lien,Code Spotify,Lien Playlist,marche pas
Le casse de Brice,Brice de Nice,Bruno Coulais,Film,Comédie,2005,Facile,France,,https://open.spotify.com/intl-fr/track/6qwaY11pp3wMHpxGOtvEiV,spotify:track:6qwaY11pp3wMHpxGOtvEiV,,FALSE
Stayin' Alive,Bullet Train,Dominic Lewis,Film,"Comédie, Action",2022,Difficile,USA,,https://open.spotify.com/intl-fr/track/4EpdhdsbhHQ3CXXuqqwHyQ,spotify:track:4EpdhdsbhHQ3CXXuqqwHyQ,,FALSE
The Pennywise Dance,Ça,Benjamin Wallfisch,Film,"Thriller, Horreur",2017,Moyen,USA,It,https://open.spotify.com/intl-fr/track/3UJWTHeEruyf2rWAf518hf,spotify:track:3UJWTHeEruyf2rWAf518hf,,FALSE
Mystery of Love,Call Me By Your Name,Sufjan Stevens,Film,"Drame, Romance",2017,Difficile,Europe,,https://open.spotify.com/intl-fr/track/4HbeGjbt7u3pvwDk1vN7P0,spotify:track:4HbeGjbt7u3pvwDk1vN7P0,,FALSE
Captain America,Captain America,Alan Silvestri,Film,"Super-héro, Action, Marvel",2011,Moyen,USA,,https://open.spotify.com/intl-fr/track/4V2s08BMEqJWIfa3PcNOpR,spotify:track:4V2s08BMEqJWIfa3PcNOpR,,FALSE
Captain Marvel Theme,Captain Marvel,Pinar Toprak,Film,"Super-héro, Action, Marvel",2019,Difficile,USA,,https://open.spotify.com/intl-fr/track/4CQ8uwWfH9hDCbwj4PUs58,spotify:track:4CQ8uwWfH9hDCbwj4PUs58,,FALSE
Ethan And Nora,Carry On,Lorne Balfe,Film,"Thriller, Action",2024,Difficile,USA,,https://open.spotify.com/intl-fr/track/6Cx0xIYIhMEV9LGe9g10I5,spotify:track:6Cx0xIYIhMEV9LGe9g10I5,,FALSE
Life Is a Highway,Cars,Randy Newman,Film,"Animation, Disney",2006,Facile,USA,,https://open.spotify.com/intl-fr/track/5gB2IrxOCX2j9bMnHKP38i,spotify:track:5gB2IrxOCX2j9bMnHKP38i,,FALSE
Casper's Lullaby,Casper,James Horner,Film,Comédie,1995,Moyen,USA,,https://open.spotify.com/intl-fr/track/4fcsCduCIVPKfX1ojVvg0A,spotify:track:4fcsCduCIVPKfX1ojVvg0A,,FALSE
Bibbidi-Bobbidi-Boo,Cendrillon,"Mack David, Al Hoffman, Jerry Livingston",Film,"Animation, Disney",1950,Facile,USA,,https://open.spotify.com/intl-fr/track/0p5F4ynrW2h1ro2LwhmAa9,spotify:track:0p5F4ynrW2h1ro2LwhmAa9,,FALSE
Challengers,Challengers,"Trent Reznor, Atticus Ross",Film,"Romance, Drame",2024,Difficile,USA,,https://open.spotify.com/intl-fr/track/5dgXKKrU6A9kccwDfANdjS,spotify:track:5dgXKKrU6A9kccwDfANdjS,,FALSE
Main Titles,Charlie et la Chocolaterie,Danny Elfman,Film,Comédie,2005,Facile,USA,,https://open.spotify.com/intl-fr/track/36Or2BETVOkRQpw39sZHI4,spotify:track:36Or2BETVOkRQpw39sZHI4,,FALSE
Main Title,"Chérie, j'ai rétrécis les gosses",James Horner,Film,Comédie,1989,Difficile,USA,,https://open.spotify.com/intl-fr/track/3Lw8Rm8yENCreJ0ILPTWH0,spotify:track:3Lw8Rm8yENCreJ0ILPTWH0,,FALSE
Un poco loco,Coco,Michael Giacchino,Film,"Animation, Disney",2017,Facile,USA,,https://open.spotify.com/intl-fr/track/1v5cqJEwR8Nfvrst0qDVjd,spotify:track:1v5cqJEwR8Nfvrst0qDVjd,,FALSE
18h30 - Bloqué,Comment c'est loin,"Orelsan, Gringe",Film,"Comédie, Action",2015,Difficile,France,,https://open.spotify.com/intl-fr/track/7svxfKwNtrPkf6lBMuUAnC,spotify:track:7svxfKwNtrPkf6lBMuUAnC,,FALSE
Iris's Theme,Companion,Joseph Bishara,Film,"Horreur, Thriller",2024,Difficile,USA,,https://open.spotify.com/intl-fr/track/19L8nDWiUjd3KOCCjJWF3G,spotify:track:19L8nDWiUjd3KOCCjJWF3G,,FALSE
Tears,Conclave,Volker Bertelmann,Film,"Thriller, Drame",2024,Facile,UK,,https://open.spotify.com/intl-fr/track/2Zr4ykVXM7YlepA323coQ6,spotify:track:2Zr4ykVXM7YlepA323coQ6,,FALSE
the Conjuring,Conjuring,Joseph Bishara,Film,"Horreur, Thriller",2013,Moyen,USA,,https://open.spotify.com/intl-fr/track/7eIcp5Uw6w6Qd1iCmcTECM,spotify:track:7eIcp5Uw6w6Qd1iCmcTECM,,FALSE
Exploration,Coraline,Bruno Coulais,Film,"Fantasy, Horreur, Animation",2009,Moyen,USA,,https://open.spotify.com/intl-fr/track/4mavPLLZuKFd86esmhhqqy,spotify:track:4mavPLLZuKFd86esmhhqqy,,FALSE
She,Coup de Foudre à Notting Hill,Trevor Jones,Film,"Comédie, Romance",1999,Difficile,UK,,https://open.spotify.com/intl-fr/track/64TGtWC8WLzVt7PamUo9EO,spotify:track:64TGtWC8WLzVt7PamUo9EO,,FALSE
Daredevil Theme,Daredevil,Graeme Revell,Film,"Super-héro, Action, Marvel",2003,Difficile,USA,,https://open.spotify.com/intl-fr/track/7CnwXF4DhLWqX2g9ahOHUU,spotify:track:7CnwXF4DhLWqX2g9ahOHUU,,FALSE
We Shall Fight,Darkest Hour,Dario Marianelli,Film,"Drame, Histoire",2017,Difficile,UK,,https://open.spotify.com/intl-fr/track/1HGkwQL2tkk5IXYSnGA8yx,spotify:track:1HGkwQL2tkk5IXYSnGA8yx,,FALSE
Chevaliers de Sangreal,Davinci Code,Hans Zimmer,Film,Thriller,2006,Difficile,USA,,https://open.spotify.com/intl-fr/track/64q5EfFKR9hYJ1FHqSClxe,spotify:track:64q5EfFKR9hYJ1FHqSClxe,,FALSE
X Gon' Give It To Ya,Deadpool,Junkie XL,Film,"Super-héro, Action, Marvel",2016,Facile,USA,,https://open.spotify.com/intl-fr/track/1zzxoZVylsna2BQB65Ppcb,spotify:track:1zzxoZVylsna2BQB65Ppcb,,FALSE
LFG,Deadpool & Wolverine,Rob Simonsen,Film,"Super-héro, Action, Comédie, Marvel",2024,Moyen,USA,,https://open.spotify.com/intl-fr/track/3POqRDYN7FMsDEzkgJeRbs,spotify:track:3POqRDYN7FMsDEzkgJeRbs,,TRUE
To Santa,Dear Santa,Rupert Gregson-Williams,Film,Comédie,2024,Difficile,USA,,https://open.spotify.com/intl-fr/track/4PydCZcrYDS66GuCl2Yfqc,spotify:track:4PydCZcrYDS66GuCl2Yfqc,,FALSE
The Time Of My Life,Dirty Dancing,John Morris,Film,Musical,1987,Facile,USA,,https://open.spotify.com/intl-fr/track/6W7ztLBiRzBN46ZaPAcQ0F,spotify:track:6W7ztLBiRzBN46ZaPAcQ0F,,FALSE
Run Boy Run,Divergent,Junkie XL,Film,"Science-Fiction, Action, Romance",2014,Moyen,USA,,https://open.spotify.com/intl-fr/track/2K8qvkFaG3iRv2QD0IjfMv,spotify:track:2K8qvkFaG3iRv2QD0IjfMv,,FALSE
Django,Django Unchained,Luis Bacalov,Film,"Western, Action",2012,Difficile,USA,,https://open.spotify.com/intl-fr/track/008wXvCVu8W8vCbq5VQDlC,spotify:track:008wXvCVu8W8vCbq5VQDlC,,FALSE
The Hands Dealt,Docteur Strange,Michael Giacchino,Film,"Super-héro, Action, Marvel",2016,Moyen,USA,Doctor Strange,https://open.spotify.com/intl-fr/track/1cTmQakTKUG7wrGABEY9R6,spotify:track:1cTmQakTKUG7wrGABEY9R6,,FALSE
Main Title Theme,Don't Look Up,Nicholas Britell,Film,"Science-Fiction, Comédie, Drame",2021,Difficile,USA,,https://open.spotify.com/intl-fr/track/46Ykbossnav7MND8qCJcGR,spotify:track:46Ykbossnav7MND8qCJcGR,,FALSE
Main Title,Don't Move,"Mark Korven, Michelle Osis",Film,"Thriller, Horreur",2024,Difficile,USA,,https://open.spotify.com/intl-fr/track/3lL5lMAIqtzR9HhHbOjRu1,spotify:track:3lL5lMAIqtzR9HhHbOjRu1,,FALSE
With You All the Time,Don't Worry Darling,John Powell,Film,"Science-Fiction, Thriller, Drame",2022,Difficile,USA,,https://open.spotify.com/intl-fr/track/6bcWgQ2pMEKgvxCKGKb68g,spotify:track:6bcWgQ2pMEKgvxCKGKb68g,,FALSE
A Little Change in the Weather,Downsizing,Rolfe Kent,Film,"Comédie, Science-Fiction, Drame",2017,Difficile,USA,,https://open.spotify.com/intl-fr/track/7uBbPVXQpDpEG36RLcUR9F,spotify:track:7uBbPVXQpDpEG36RLcUR9F,,FALSE
Test Drive,Dragons,John Powell,Film,Animation,2010,Facile,USA,"HTTYD, How To Train Your Dragon, Dragon",https://open.spotify.com/intl-fr/track/2QTDuJIGKUjR7E2Q6KupIh,spotify:track:2QTDuJIGKUjR7E2Q6KupIh,,FALSE
Nightcall,Drive,"Kravinski, Cliff Martinez",Film,"Action, Thriller",2011,Moyen,USA,,https://open.spotify.com/intl-fr/track/0U0ldCRmgCqhVvD6ksG63j,spotify:track:0U0ldCRmgCqhVvD6ksG63j,,FALSE
Paul's Dream,Dune,Hans Zimmer,Film,"Science-Fiction, Drame, Action",2021,Facile,USA,,https://open.spotify.com/intl-fr/track/1Qr17u2S9kNDzTeWAJCY5N,spotify:track:1Qr17u2S9kNDzTeWAJCY5N,,FALSE
Kiss The Ring,Dune Part II,Hans Zimmer,Film,"Science-Fiction, Action, Drame",2024,Facile,USA,,https://open.spotify.com/intl-fr/track/61Ps2sXXwiYCcyAynt81JI,spotify:track:61Ps2sXXwiYCcyAynt81JI,,FALSE
Supermarine,Dunkerque,Hans Zimmer,Film,"Histoire, Action",2017,Difficile,USA,Dunkirk,https://open.spotify.com/intl-fr/track/4NwpP2y4ijBR77Voiq9pS1,spotify:track:4NwpP2y4ijBR77Voiq9pS1,,FALSE
Find Me When You Wake Up,Edge of Tomorrow,Chrisophe Beck,Film,"Science-Fiction, Action",2014,Moyen,USA,,https://open.spotify.com/intl-fr/track/1rItRLQVH1N2PjhYASxzzf,spotify:track:1rItRLQVH1N2PjhYASxzzf,,FALSE
Ice Dance,Edward aux Mains d'Argent,Danny Elfman,Film,"Romance, Drame",1990,Moyen,USA,Edward Scissorhands,https://open.spotify.com/intl-fr/track/6HH8ZoDIe5qw8EYTTHVZh7,spotify:track:6HH8ZoDIe5qw8EYTTHVZh7,,FALSE
Steal the Show,Élémentaire,"Thomas Newman, Lauv",Film,"Animation, Comédie, Romance, Disney",2023,Difficile,USA,Elemental,https://open.spotify.com/intl-fr/track/0SccFtYdj75y6lL2OW10Cf,spotify:track:0SccFtYdj75y6lL2OW10Cf,,FALSE
The Resistance,Elevation,H. Scott Salinas,Film,"Science-Fiction, Action",2024,Difficile,USA,,https://open.spotify.com/intl-fr/track/1HOiRGg1JUAY9rQzdISqNB,spotify:track:1HOiRGg1JUAY9rQzdISqNB,,FALSE
Suspicious Minds,Elvis,"Elvis Presley, Elliott Wheeler",Film,"Histoire, Musical, Drame",2022,Facile,USA,,https://open.spotify.com/intl-fr/track/15xfo39yWQRGSbkdcJy0y5,spotify:track:15xfo39yWQRGSbkdcJy0y5,,FALSE
Las Damas que Pasan,Emilia Perez,"Clément Ducol, Camille",Film,"Musical, Drame",2024,Moyen,France,,https://open.spotify.com/intl-fr/track/6MasrMlXAdQ9rFXOfeROd1,spotify:track:6MasrMlXAdQ9rFXOfeROd1,,FALSE
Dos Oruguitas,Encanto,Germaine Franco,Film,"Animation, Disney",2021,Facile,USA,,https://open.spotify.com/intl-fr/track/7GcBYgYhB9d9mcj0xxnCf7,spotify:track:7GcBYgYhB9d9mcj0xxnCf7,,FALSE
Eragon,Eragon,Patrick Doyle,Film,Fantasy,2006,Difficile,USA,,https://open.spotify.com/intl-fr/track/2PKzJvWtPIymmBAlNwljbY,spotify:track:2PKzJvWtPIymmBAlNwljbY,,FALSE
Flying Theme,ET L'Extra-Terrestre,John Williams,Film,"Science-Fiction, Drame",1982,Facile,USA,ET,https://open.spotify.com/intl-fr/track/4hbNZBElPjwCdfzYkJcTR2,spotify:track:4hbNZBElPjwCdfzYkJcTR2,,FALSE
Eternals Theme,Eternals,Ramin Djawadi,Film,"Super-héro, Action, Marvel",2021,Difficile,USA,,https://open.spotify.com/intl-fr/track/2IMCpvfw7vdBgK054H0FPE,spotify:track:2IMCpvfw7vdBgK054H0FPE,,FALSE
In Another Life,Eveything Everywhere All At Once,Son Lux,Film,"Comédie, Science-Fiction, Action",2022,Difficile,USA,,https://open.spotify.com/intl-fr/track/6uS9K2IQSjfd2QzSBUqv0O,spotify:track:6uS9K2IQSjfd2QzSBUqv0O,,FALSE
The Book of Evil,Evil Dead,	Joseph LoDuca,Film,"Horreur, Thriller",1981,Difficile,USA,,https://open.spotify.com/intl-fr/track/0CHuTdQg9uX5McgDb0cUtt,spotify:track:0CHuTdQg9uX5McgDb0cUtt,,FALSE
"The Nutcracker Suite, Op. 71A",Fantasia,Leopold Stokowski,Film,"Animation, Disney",1940,Moyen,USA,,https://open.spotify.com/intl-fr/track/1OEzte6UT6UOhQlnK2Yr4t,spotify:track:1OEzte6UT6UOhQlnK2Yr4t,,FALSE
Fantômas Theme,Fantômas,Michel Magne,Film,"Comédie, Action",1964,Difficile,France,,https://open.spotify.com/intl-fr/track/4YcWuGEsOqiQkWojS9iQE0,spotify:track:4YcWuGEsOqiQkWojS9iQE0,,FALSE
See You Again,Fast & Furious,"Charlie Puth, Brian Tyler, Wiz Khalifa",Film,Action,2015,Facile,USA,,https://open.spotify.com/intl-fr/track/2JzZzZUQj3Qff7wapcbKjc,spotify:track:2JzZzZUQj3Qff7wapcbKjc,,FALSE
Where Is My Mind,Fight Club,"Pixies, The Dust Brothers",Film,Action,1999,Moyen,USA,,https://open.spotify.com/intl-fr/track/0KzAbK6nItSqNh8q70tb0K,spotify:track:0KzAbK6nItSqNh8q70tb0K,,FALSE
What a Feeling,Flashdance,Giorgio Moroder,Film,"Romance, Musical",1983,Moyen,USA,,https://open.spotify.com/intl-fr/track/3cbV252akVZInSvJk7jAYX,spotify:track:3cbV252akVZInSvJk7jAYX,,FALSE
Footloose,Footloose,Kenny Loggins,Film,"Musical, Romance",1984,Facile,USA,,https://open.spotify.com/intl-fr/track/2vz1CsL5WBsbpBcwgboTAw,spotify:track:2vz1CsL5WBsbpBcwgboTAw,,FALSE
I'm Forrest... Forrest Gump,Forrest Gump,Alan Silverstri,Film,"Drame, Comédie",1994,Facile,USA,,https://open.spotify.com/intl-fr/track/1ijrMIqQvZNsnoqGukPzFD,spotify:track:1ijrMIqQvZNsnoqGukPzFD,,FALSE
I Remember Everything,Free Guy,Christophe Beck,Film,"Action, Comédie",2021,Difficile,USA,,https://open.spotify.com/intl-fr/track/6sjD1aMc9y1mdbUjtuaKGg,spotify:track:6sjD1aMc9y1mdbUjtuaKGg,,FALSE
En Chemin,Frère des Ours,"Phil Collins, Mark Mancina",Film,"Animation, Disney",2003,Facile,USA,,https://open.spotify.com/intl-fr/track/2hQEhszuJ1boLQdy4eo7ks,spotify:track:2hQEhszuJ1boLQdy4eo7ks,,FALSE
The Pole of Inaccessibility,Furiosa,Junkie XL,Film,"Science-Fiction, Action",2024,Difficile,USA,,https://open.spotify.com/intl-fr/track/3rDECpb4HbGwvvygTvdH2V,spotify:track:3rDECpb4HbGwvvygTvdH2V,,FALSE
Unchained Melody,Ghost,"Righteous Brothers, Alex North, Hy Zaret",Film,"Romance, Drame",1990,Facile,USA,,https://open.spotify.com/intl-fr/track/6M2LKerOxhlmymtAiuJynC,spotify:track:6M2LKerOxhlmymtAiuJynC,,FALSE
Now We Are Free,Gladiator,Hans Zimmer,Film,Action,2000,Facile,USA,,https://open.spotify.com/intl-fr/track/1elGwF4VwkwglV4nCBPJtv,spotify:track:1elGwF4VwkwglV4nCBPJtv,,FALSE
Overture,Gladiator II,Harry Gregson-Williams,Film,"Action, Histoire, Drame",2024,Difficile,USA,,https://open.spotify.com/intl-fr/track/579t7HwqHtbAZNpiSpo49Y,spotify:track:579t7HwqHtbAZNpiSpo49Y,,FALSE
David & Elijah,Glass,West Dylan Thordson,Film,"Drame, Thriller, Super-héro",2019,Difficile,USA,,https://open.spotify.com/intl-fr/track/7bkNwMWAwOq1QtYQhd7Zwh,spotify:track:7bkNwMWAwOq1QtYQhd7Zwh,,FALSE
GoldenEye,GoldenEye,Éric Serra,Film,"Action, Thriller",1995,Facile,UK,"Golden Eye, James Bond GoldenEye",https://open.spotify.com/intl-fr/track/2qF8cLzNvsOkayHqwPaJcV,spotify:track:2qF8cLzNvsOkayHqwPaJcV,,FALSE
Gravity,Gravity,Steven Price,Film,"Science-Fiction, Drame, Thriller",2013,Difficile,USA,,https://open.spotify.com/intl-fr/track/2mFea4DOhY3iShay4BQ0se,spotify:track:2mFea4DOhY3iShay4BQ0se,,FALSE
